,num_variables_before,poly_len,time,monomial_or_graph_based,Selection_type,gen_type,num_variables_after,density_deg1,density_deg2,density_deg3,density_deg4,density_deg1r,density_deg2r,density_deg3r,density_deg4r
40,18,262142,94.02039623260498,graph_based,1.0,"(18, 17, 1.0)",1998,1.0,1.0,1.0,1.0,1.0,0.1333752380322235,0,0
41,18,262124,98.71042275428772,graph_based,1.0,"(18, 16, 1.0)",2223,1.0,1.0,1.0,1.0,1.0,0.10791200577547633,0,0
42,18,261971,95.52898788452148,graph_based,1.0,"(18, 15, 1.0)",2223,1.0,1.0,1.0,1.0,1.0,0.10785005626068679,0,0
43,18,261155,94.30606961250305,graph_based,1.0,"(18, 14, 1.0)",2303,1.0,1.0,1.0,1.0,1.0,0.1002383096425808,0,0
44,18,258095,95.60250210762024,graph_based,1.0,"(18, 13, 1.0)",1998,1.0,1.0,1.0,1.0,1.0,0.13134666965413083,0,0
45,18,249527,82.40464472770691,graph_based,1.0,"(18, 12, 1.0)",1757,1.0,1.0,1.0,1.0,1.0,0.16399549864324026,0,0
46,18,230963,76.61642909049988,graph_based,1.0,"(18, 11, 1.0)",1737,1.0,1.0,1.0,1.0,1.0,0.15545566937009359,0,0
47,18,199139,64.07653141021729,graph_based,1.0,"(18, 10, 1.0)",1578,1.0,1.0,1.0,1.0,1.0,0.16254009433772715,0,0
48,18,155381,38.59030222892761,graph_based,1.0,"(18, 9, 1.0)",1504,1.0,1.0,1.0,1.0,1.0,0.14008773233674496,0,0
49,18,106761,20.248860359191895,graph_based,1.0,"(18, 8, 1.0)",1543,1.0,1.0,1.0,1.0,1.0,0.09228993664539155,0,0
50,18,63003,8.20845627784729,graph_based,1.0,"(18, 7, 1.0)",1488,1.0,1.0,1.0,1.0,1.0,0.05958901880816539,0,0
51,18,31179,2.592045783996582,graph_based,1.0,"(18, 6, 1.0)",807,1.0,1.0,1.0,1.0,1.0,0.1006669311022351,0,0
52,18,12615,0.6094455718994141,graph_based,1.0,"(18, 5, 1.0)",427,1.0,1.0,1.0,1.0,1.0,0.14749700388121076,0,0
53,18,4047,0.1100924015045166,graph_based,1.0,"(18, 4, 1.0)",171,1.0,1.0,1.0,1.0,1.0,0.2982456140350877,0,0
54,18,987,0.02619791030883789,graph_based,1.0,"(18, 3, 1.0)",91,1.0,1.0,1.0,0.0,1.0,0.27228327228327226,0,0
55,18,171,0.0004448890686035156,graph_based,1.0,"(18, 2, 1.0)",18,1.0,1.0,0.0,0.0,1.0,1.0,0,0
56,18,18,5.793571472167969e-05,graph_based,1.0,"(18, 1, 1.0)",18,1.0,0.0,0.0,0.0,1.0,0.0,0,0
57,17,131071,41.19528293609619,graph_based,1.0,"(17, 17, 1.0)",766,1.0,1.0,1.0,1.0,1.0,0.4524036246352327,0,0
58,17,131070,42.01168394088745,graph_based,1.0,"(17, 16, 1.0)",1231,1.0,1.0,1.0,1.0,1.0,0.17631379075772885,0,0
59,17,131053,38.41980862617493,graph_based,1.0,"(17, 15, 1.0)",1231,1.0,1.0,1.0,1.0,1.0,0.176291335618474,0,0
60,17,130917,38.07719945907593,graph_based,1.0,"(17, 14, 1.0)",1231,1.0,1.0,1.0,1.0,1.0,0.1761116945044349,0,0
61,17,130237,39.42604207992554,graph_based,1.0,"(17, 13, 1.0)",1231,1.0,1.0,1.0,1.0,1.0,0.17521348893423946,0,0
62,17,127857,38.64557099342346,graph_based,1.0,"(17, 12, 1.0)",1231,1.0,1.0,1.0,1.0,1.0,0.17206976943855548,0,0
63,17,121669,35.06233620643616,graph_based,1.0,"(17, 11, 1.0)",1006,1.0,1.0,1.0,1.0,1.0,0.24456247589092311,0,0
64,17,109293,26.925416946411133,graph_based,1.0,"(17, 10, 1.0)",1227,1.0,1.0,1.0,1.0,1.0,0.1485020959887044,0,0
65,17,89845,18.498610019683838,graph_based,1.0,"(17, 9, 1.0)",1125,1.0,1.0,1.0,1.0,1.0,0.14558165282720442,0,0
66,17,65535,11.418468236923218,graph_based,1.0,"(17, 8, 1.0)",1018,1.0,1.0,1.0,1.0,1.0,0.13043486659982653,0,0
67,17,41225,4.604657411575317,graph_based,1.0,"(17, 7, 1.0)",1131,1.0,1.0,1.0,1.0,1.0,0.06797336525746657,0,0
68,17,21777,1.5931928157806396,graph_based,1.0,"(17, 6, 1.0)",574,1.0,1.0,1.0,1.0,1.0,0.13909310372086517,0,0
69,17,9401,0.4217398166656494,graph_based,1.0,"(17, 5, 1.0)",345,1.0,1.0,1.0,1.0,1.0,0.16919447253117628,0,0
70,17,3213,0.08220338821411133,graph_based,1.0,"(17, 4, 1.0)",153,1.0,1.0,1.0,1.0,1.0,0.2982456140350877,0,0
71,17,833,0.011269330978393555,graph_based,1.0,"(17, 3, 1.0)",81,1.0,1.0,1.0,0.0,1.0,0.291358024691358,0,0
72,17,153,0.0003383159637451172,graph_based,1.0,"(17, 2, 1.0)",17,1.0,1.0,0.0,0.0,1.0,1.0,0,0
73,17,17,5.817413330078125e-05,graph_based,1.0,"(17, 1, 1.0)",17,1.0,0.0,0.0,0.0,1.0,0.0,0,0
74,16,65535,16.543465614318848,graph_based,1.0,"(16, 16, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.5124003235871952,0,0
75,16,65534,17.32176446914673,graph_based,1.0,"(16, 15, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.5123926191301668,0,0
76,16,65518,16.021467685699463,graph_based,1.0,"(16, 14, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.5122693478177125,0,0
77,16,65398,16.636404991149902,graph_based,1.0,"(16, 13, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.5113448129743057,0,0
78,16,64838,15.55539345741272,graph_based,1.0,"(16, 12, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.5070303170384067,0,0
79,16,63018,15.14721417427063,graph_based,1.0,"(16, 11, 1.0)",969,1.0,1.0,1.0,1.0,1.0,0.13839776885090704,0,0
80,16,58650,12.088223218917847,graph_based,1.0,"(16, 10, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.4593551369467237,0,0
81,16,50642,9.547136068344116,graph_based,1.0,"(16, 9, 1.0)",510,1.0,1.0,1.0,1.0,1.0,0.39765784506336915,0,0
82,16,39202,6.306359052658081,graph_based,1.0,"(16, 8, 1.0)",508,1.0,1.0,1.0,1.0,1.0,0.3119321623258631,0,0
83,16,26332,2.843013048171997,graph_based,1.0,"(16, 7, 1.0)",492,1.0,1.0,1.0,1.0,1.0,0.2257546404384614,0,0
84,16,14892,1.0701112747192383,graph_based,1.0,"(16, 6, 1.0)",436,1.0,1.0,1.0,1.0,1.0,0.16572814510176104,0,0
85,16,6884,0.35950422286987305,graph_based,1.0,"(16, 5, 1.0)",280,1.0,1.0,1.0,1.0,1.0,0.18934971838197645,0,0
86,16,2516,0.06436967849731445,graph_based,1.0,"(16, 4, 1.0)",136,1.0,1.0,1.0,1.0,1.0,0.2984749455337691,0,0
87,16,696,0.009906530380249023,graph_based,1.0,"(16, 3, 1.0)",72,1.0,1.0,1.0,0.0,1.0,0.30985915492957744,0,0
88,16,136,0.0004425048828125,graph_based,1.0,"(16, 2, 1.0)",16,1.0,1.0,0.0,0.0,1.0,1.0,0,0
89,16,16,5.030632019042969e-05,graph_based,1.0,"(16, 1, 1.0)",16,1.0,0.0,0.0,0.0,1.0,0.0,0,0
90,15,32767,7.219621658325195,graph_based,1.0,"(15, 15, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.460155831306427,0,0
91,15,32766,7.141203165054321,graph_based,1.0,"(15, 14, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.46014208956864683,0,0
92,15,32751,6.434954404830933,graph_based,1.0,"(15, 13, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.45993596350194443,0,0
93,15,32646,7.411603212356567,graph_based,1.0,"(15, 12, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.45849308103502767,0,0
94,15,32191,6.459820985794067,graph_based,1.0,"(15, 11, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.45224059034505504,0,0
95,15,30826,5.384830474853516,graph_based,1.0,"(15, 10, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.4334831182751371,0,0
96,15,27823,4.295597553253174,graph_based,1.0,"(15, 9, 1.0)",382,1.0,1.0,1.0,1.0,1.0,0.3922166797213176,0,0
97,15,22818,3.398822546005249,graph_based,1.0,"(15, 8, 1.0)",381,1.0,1.0,1.0,1.0,1.0,0.3251139660174057,0,0
98,15,16383,1.6072914600372314,graph_based,1.0,"(15, 7, 1.0)",372,1.0,1.0,1.0,1.0,1.0,0.24754369185288236,0,0
99,15,9948,0.6925861835479736,graph_based,1.0,"(15, 6, 1.0)",484,1.0,1.0,1.0,1.0,1.0,0.09300515031740328,0,0
100,15,4943,0.22736477851867676,graph_based,1.0,"(15, 5, 1.0)",231,1.0,1.0,1.0,1.0,1.0,0.2017692452475061,0,0
101,15,1940,0.05239462852478027,graph_based,1.0,"(15, 4, 1.0)",120,1.0,1.0,1.0,1.0,1.0,0.29901960784313725,0,0
102,15,575,0.008547067642211914,graph_based,1.0,"(15, 3, 1.0)",64,1.0,1.0,1.0,0.0,1.0,0.3263888888888889,0,0
103,15,120,0.00035834312438964844,graph_based,1.0,"(15, 2, 1.0)",15,1.0,1.0,0.0,0.0,1.0,1.0,0,0
104,15,15,0.00025391578674316406,graph_based,1.0,"(15, 1, 1.0)",15,1.0,0.0,0.0,0.0,1.0,0.0,0,0
105,14,16383,3.0056936740875244,graph_based,1.0,"(14, 14, 1.0)",318,1.0,1.0,1.0,1.0,1.0,0.3368251889768466,0,0
106,14,16382,2.634187936782837,graph_based,1.0,"(14, 13, 1.0)",318,1.0,1.0,1.0,1.0,1.0,0.33680534888796304,0,0
107,14,16368,2.590825080871582,graph_based,1.0,"(14, 12, 1.0)",318,1.0,1.0,1.0,1.0,1.0,0.33652758764359264,0,0
108,14,16277,2.8421614170074463,graph_based,1.0,"(14, 11, 1.0)",318,1.0,1.0,1.0,1.0,1.0,0.3347221395551852,0,0
109,14,15913,2.8599135875701904,graph_based,1.0,"(14, 10, 1.0)",318,1.0,1.0,1.0,1.0,1.0,0.32750034720155546,0,0
110,14,14912,2.320730209350586,graph_based,1.0,"(14, 9, 1.0)",318,1.0,1.0,1.0,1.0,1.0,0.3076404182290737,0,0
111,14,12910,1.7989308834075928,graph_based,1.0,"(14, 8, 1.0)",317,1.0,1.0,1.0,1.0,1.0,0.26957632871461085,0,0
112,14,9907,0.9994165897369385,graph_based,1.0,"(14, 7, 1.0)",380,1.0,1.0,1.0,1.0,1.0,0.1475489515345091,0,0
113,14,6475,0.4344921112060547,graph_based,1.0,"(14, 6, 1.0)",280,1.0,1.0,1.0,1.0,1.0,0.17903225806451614,0,0
114,14,3472,0.15289616584777832,graph_based,1.0,"(14, 5, 1.0)",247,1.0,1.0,1.0,1.0,1.0,0.12915967216352325,0,0
115,14,1470,0.03762006759643555,graph_based,1.0,"(14, 4, 1.0)",105,1.0,1.0,1.0,1.0,1.0,0.3,0,0
116,14,469,0.006555795669555664,graph_based,1.0,"(14, 3, 1.0)",57,1.0,1.0,1.0,0.0,1.0,0.33897243107769426,0,0
117,14,105,0.0002579689025878906,graph_based,1.0,"(14, 2, 1.0)",14,1.0,1.0,0.0,0.0,1.0,1.0,0,0
118,14,14,4.839897155761719e-05,graph_based,1.0,"(14, 1, 1.0)",14,1.0,0.0,0.0,0.0,1.0,0.0,0,0
119,13,8191,1.0416035652160645,graph_based,1.0,"(13, 13, 1.0)",286,1.0,1.0,1.0,1.0,1.0,0.21405962458594038,0,0
120,13,8190,1.0220913887023926,graph_based,1.0,"(13, 12, 1.0)",286,1.0,1.0,1.0,1.0,1.0,0.21403508771929824,0,0
121,13,8177,1.3048601150512695,graph_based,1.0,"(13, 11, 1.0)",286,1.0,1.0,1.0,1.0,1.0,0.21371610845295055,0,0
122,13,8099,1.1841447353363037,graph_based,1.0,"(13, 10, 1.0)",286,1.0,1.0,1.0,1.0,1.0,0.21180223285486444,0,0
123,13,7813,0.8738033771514893,graph_based,1.0,"(13, 9, 1.0)",286,1.0,1.0,1.0,1.0,1.0,0.20478468899521532,0,0
124,13,7098,0.736962080001831,graph_based,1.0,"(13, 8, 1.0)",285,1.0,1.0,1.0,1.0,1.0,0.18851000741289844,0,0
125,13,5811,0.5173535346984863,graph_based,1.0,"(13, 7, 1.0)",275,1.0,1.0,1.0,1.0,1.0,0.16780358327803582,0,0
126,13,4095,0.24323701858520508,graph_based,1.0,"(13, 6, 1.0)",241,1.0,1.0,1.0,1.0,1.0,0.15691562932226832,0,0
127,13,2379,0.09872269630432129,graph_based,1.0,"(13, 5, 1.0)",185,1.0,1.0,1.0,1.0,1.0,0.1592244418331375,0,0
128,13,1092,0.027593612670898438,graph_based,1.0,"(13, 4, 1.0)",93,1.0,1.0,1.0,1.0,1.0,0.28962131837307153,0,0
129,13,377,0.005173444747924805,graph_based,1.0,"(13, 3, 1.0)",51,1.0,1.0,1.0,0.0,1.0,0.34509803921568627,0,0
130,13,91,0.00021529197692871094,graph_based,1.0,"(13, 2, 1.0)",13,1.0,1.0,0.0,0.0,1.0,1.0,0,0
131,13,13,5.364418029785156e-05,graph_based,1.0,"(13, 1, 1.0)",13,1.0,0.0,0.0,0.0,1.0,0.0,0,0
132,12,4095,0.3963780403137207,graph_based,1.0,"(12, 12, 1.0)",270,1.0,1.0,1.0,1.0,1.0,0.12664188351920694,0,0
133,12,4094,0.40306520462036133,graph_based,1.0,"(12, 11, 1.0)",270,1.0,1.0,1.0,1.0,1.0,0.12661434668869614,0,0
134,12,4082,0.4707458019256592,graph_based,1.0,"(12, 10, 1.0)",270,1.0,1.0,1.0,1.0,1.0,0.12628390472256643,0,0
135,12,4016,0.3654029369354248,graph_based,1.0,"(12, 9, 1.0)",270,1.0,1.0,1.0,1.0,1.0,0.12446647390885308,0,0
136,12,3796,0.3626713752746582,graph_based,1.0,"(12, 8, 1.0)",269,1.0,1.0,1.0,1.0,1.0,0.11923653109915108,0,0
137,12,3301,0.2650909423828125,graph_based,1.0,"(12, 7, 1.0)",259,1.0,1.0,1.0,1.0,1.0,0.11322618299362486,0,0
138,12,2509,0.15085339546203613,graph_based,1.0,"(12, 6, 1.0)",221,1.0,1.0,1.0,1.0,1.0,0.11990950226244344,0,0
139,12,1585,0.06273078918457031,graph_based,1.0,"(12, 5, 1.0)",164,1.0,1.0,1.0,1.0,1.0,0.14043094418674248,0,0
140,12,793,0.02059030532836914,graph_based,1.0,"(12, 4, 1.0)",82,1.0,1.0,1.0,1.0,1.0,0.27732610659439927,0,0
141,12,298,0.0040683746337890625,graph_based,1.0,"(12, 3, 1.0)",46,1.0,1.0,1.0,0.0,1.0,0.34202898550724636,0,0
142,12,78,0.00020432472229003906,graph_based,1.0,"(12, 2, 1.0)",12,1.0,1.0,0.0,0.0,1.0,1.0,0,0
143,12,12,5.173683166503906e-05,graph_based,1.0,"(12, 1, 1.0)",12,1.0,0.0,0.0,0.0,1.0,0.0,0,0
144,11,2047,0.1556096076965332,graph_based,1.0,"(11, 11, 1.0)",142,1.0,1.0,1.0,1.0,1.0,0.22954749775247227,0,0
145,11,2046,0.17859387397766113,graph_based,1.0,"(11, 10, 1.0)",142,1.0,1.0,1.0,1.0,1.0,0.22944760763160524,0,0
146,11,2035,0.15465474128723145,graph_based,1.0,"(11, 9, 1.0)",142,1.0,1.0,1.0,1.0,1.0,0.22834881630206771,0,0
147,11,1980,0.17220783233642578,graph_based,1.0,"(11, 8, 1.0)",142,1.0,1.0,1.0,1.0,1.0,0.22285485965438018,0,0
148,11,1815,0.11473655700683594,graph_based,1.0,"(11, 7, 1.0)",141,1.0,1.0,1.0,1.0,1.0,0.20911854103343466,0,0
149,11,1485,0.09467482566833496,graph_based,1.0,"(11, 6, 1.0)",132,1.0,1.0,1.0,1.0,1.0,0.1984732824427481,0,0
150,11,1023,0.03816819190979004,graph_based,1.0,"(11, 5, 1.0)",107,1.0,1.0,1.0,1.0,1.0,0.21230823487921002,0,0
151,11,561,0.014170646667480469,graph_based,1.0,"(11, 4, 1.0)",66,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,0,0
152,11,231,0.0031473636627197266,graph_based,1.0,"(11, 3, 1.0)",38,1.0,1.0,1.0,0.0,1.0,0.38975817923186346,0,0
153,11,66,0.0005037784576416016,graph_based,1.0,"(11, 2, 1.0)",11,1.0,1.0,0.0,0.0,1.0,1.0,0,0
154,11,11,0.00010061264038085938,graph_based,1.0,"(11, 1, 1.0)",11,1.0,0.0,0.0,0.0,1.0,0.0,0,0
155,10,1023,0.06264543533325195,graph_based,1.0,"(10, 10, 1.0)",78,1.0,1.0,1.0,1.0,1.0,0.3826173826173826,0,0
156,10,1022,0.06386947631835938,graph_based,1.0,"(10, 9, 1.0)",78,1.0,1.0,1.0,1.0,1.0,0.3822843822843823,0,0
157,10,1012,0.06560182571411133,graph_based,1.0,"(10, 8, 1.0)",78,1.0,1.0,1.0,1.0,1.0,0.37895437895437895,0,0
158,10,967,0.05539894104003906,graph_based,1.0,"(10, 7, 1.0)",78,1.0,1.0,1.0,1.0,1.0,0.36396936396936397,0,0
159,10,847,0.03872513771057129,graph_based,1.0,"(10, 6, 1.0)",77,1.0,1.0,1.0,1.0,1.0,0.3318523581681476,0,0
160,10,637,0.02244257926940918,graph_based,1.0,"(10, 5, 1.0)",69,1.0,1.0,1.0,1.0,1.0,0.3175618073316283,0,0
161,10,385,0.008880376815795898,graph_based,1.0,"(10, 4, 1.0)",51,1.0,1.0,1.0,1.0,1.0,0.35843137254901963,0,0
162,10,175,0.002229452133178711,graph_based,1.0,"(10, 3, 1.0)",31,1.0,1.0,1.0,0.0,1.0,0.44516129032258067,0,0
163,10,55,0.00019598007202148438,graph_based,1.0,"(10, 2, 1.0)",10,1.0,1.0,0.0,0.0,1.0,1.0,0,0
164,10,10,4.1484832763671875e-05,graph_based,1.0,"(10, 1, 1.0)",10,1.0,0.0,0.0,0.0,1.0,0.0,0,0
165,9,511,0.02449488639831543,graph_based,1.0,"(9, 9, 1.0)",46,1.0,1.0,1.0,1.0,1.0,0.5565217391304348,0,0
166,9,510,0.023627519607543945,graph_based,1.0,"(9, 8, 1.0)",46,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0,0
167,9,501,0.022428274154663086,graph_based,1.0,"(9, 7, 1.0)",46,1.0,1.0,1.0,1.0,1.0,0.5468599033816425,0,0
168,9,465,0.019266128540039062,graph_based,1.0,"(9, 6, 1.0)",46,1.0,1.0,1.0,1.0,1.0,0.5120772946859904,0,0
169,9,381,0.012253761291503906,graph_based,1.0,"(9, 5, 1.0)",45,1.0,1.0,1.0,1.0,1.0,0.4484848484848485,0,0
170,9,255,0.006102323532104492,graph_based,1.0,"(9, 4, 1.0)",39,1.0,1.0,1.0,1.0,1.0,0.41295546558704455,0,0
171,9,129,0.0016214847564697266,graph_based,1.0,"(9, 3, 1.0)",25,1.0,1.0,1.0,0.0,1.0,0.5066666666666667,0,0
172,9,45,0.0001304149627685547,graph_based,1.0,"(9, 2, 1.0)",9,1.0,1.0,0.0,0.0,1.0,1.0,0,0
173,9,9,8.749961853027344e-05,graph_based,1.0,"(9, 1, 1.0)",9,1.0,0.0,0.0,0.0,1.0,0.0,0,0
174,8,255,0.009210586547851562,graph_based,1.0,"(8, 8, 1.0)",30,1.0,1.0,1.0,1.0,1.0,0.6689655172413793,0,0
175,8,254,0.01041269302368164,graph_based,1.0,"(8, 7, 1.0)",30,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0,0
176,8,246,0.008332967758178711,graph_based,1.0,"(8, 6, 1.0)",30,1.0,1.0,1.0,1.0,1.0,0.6482758620689655,0,0
177,8,218,0.006184101104736328,graph_based,1.0,"(8, 5, 1.0)",30,1.0,1.0,1.0,1.0,1.0,0.5839080459770115,0,0
178,8,162,0.003475666046142578,graph_based,1.0,"(8, 4, 1.0)",28,1.0,1.0,1.0,1.0,1.0,0.5132275132275133,0,0
179,8,92,0.0012311935424804688,graph_based,1.0,"(8, 3, 1.0)",20,1.0,1.0,1.0,0.0,1.0,0.5684210526315789,0,0
180,8,36,0.00010037422180175781,graph_based,1.0,"(8, 2, 1.0)",8,1.0,1.0,0.0,0.0,1.0,1.0,0,0
181,8,8,0.00038623809814453125,graph_based,1.0,"(8, 1, 1.0)",8,1.0,0.0,0.0,0.0,1.0,0.0,0,0
182,7,127,0.0036013126373291016,graph_based,1.0,"(7, 7, 1.0)",22,1.0,1.0,1.0,1.0,1.0,0.6493506493506493,0,0
183,7,126,0.0036602020263671875,graph_based,1.0,"(7, 6, 1.0)",22,1.0,1.0,1.0,1.0,1.0,0.645021645021645,0,0
184,7,119,0.0032415390014648438,graph_based,1.0,"(7, 5, 1.0)",22,1.0,1.0,1.0,1.0,1.0,0.6147186147186147,0,0
185,7,98,0.0019724369049072266,graph_based,1.0,"(7, 4, 1.0)",21,1.0,1.0,1.0,1.0,1.0,0.5666666666666667,0,0
186,7,63,0.0008678436279296875,graph_based,1.0,"(7, 3, 1.0)",16,1.0,1.0,1.0,0.0,1.0,0.6166666666666667,0,0
187,7,28,0.00034165382385253906,graph_based,1.0,"(7, 2, 1.0)",7,1.0,1.0,0.0,0.0,1.0,1.0,0,0
188,7,7,5.698204040527344e-05,graph_based,1.0,"(7, 1, 1.0)",7,1.0,0.0,0.0,0.0,1.0,0.0,0,0
189,6,63,0.0014955997467041016,graph_based,1.0,"(6, 6, 1.0)",18,1.0,1.0,1.0,1.0,1.0,0.5294117647058824,0,0
190,6,62,0.0013570785522460938,graph_based,1.0,"(6, 5, 1.0)",18,1.0,1.0,1.0,1.0,1.0,0.5228758169934641,0,0
