num_variables_before,poly_len,time,monomial_or_graph_based,Selection_type,gen_type,num_variables_after,density_deg1,density_deg2,density_deg3,density_deg4,density_deg1r,density_deg2r,density_deg3r,density_deg4r
88,2445542,329.473685741425,graph_based,1,"(88, 4, 1.0)",3916,1,1,1,1,1,0.320016645859343,0,0
88,2445542,345.791373252869,graph_based,0.9,"(88, 4, 1.0)",5226,1,1,1,1,1,0.179868416474858,0,0
88,2445542,343.405574798584,graph_based,0.8,"(88, 4, 1.0)",5007,1,1,1,1,1,0.19591365536112,0,0
88,2445542,341.04376578331,graph_based,0.7,"(88, 4, 1.0)",5052,1,1,1,1,1,0.192445762643052,0,0
88,2445542,352.026543140411,graph_based,0.6,"(88, 4, 1.0)",5390,1,1,1,1,1,0.169110925127149,0,0
88,2445542,360.429308176041,graph_based,0.5,"(88, 4, 1.0)",5557,1,1,1,1,1,0.159120097457167,0,0
88,2201037,316.065336942673,graph_based,1,"(88, 4, 0.9)",3916,0.920454545454545,0.898641588296761,0.899413136983305,0.90005017389328,0.998212461695608,0.288171655858599,0,0
88,2201037,305.893337726593,graph_based,0.9,"(88, 4, 0.9)",4982,0.920454545454545,0.898641588296761,0.899413136983305,0.90005017389328,0.998594941790446,0.178206852841279,0,0
88,2201037,311.475473403931,graph_based,0.8,"(88, 4, 0.9)",4880,0.920454545454545,0.898641588296761,0.899413136983305,0.90005017389328,0.998565573770492,0.185717981714877,0,0
88,2201037,313.944372177124,graph_based,0.7,"(88, 4, 0.9)",6096,0.920454545454545,0.898641588296761,0.899413136983305,0.90005017389328,0.998851706036745,0.1191415880234,0,0
88,2201037,320.016686677933,graph_based,0.6,"(88, 4, 0.9)",5934,0.920454545454545,0.898641588296761,0.899413136983305,0.90005017389328,0.998820357263229,0.125717745472687,0,0
88,2201037,314.501034021378,graph_based,0.5,"(88, 4, 0.9)",5380,0.920454545454545,0.898641588296761,0.899413136983305,0.90005017389328,0.998698884758364,0.152868203553541,0,0
88,1957113,272.698256254196,graph_based,1,"(88, 4, 0.8)",3916,0.806818181818182,0.798328108672936,0.79999270977619,0.800294181972563,0.995658835546476,0.256402328854867,0,0
88,1957113,282.71285867691,graph_based,0.9,"(88, 4, 0.8)",4811,0.806818181818182,0.798328108672936,0.79999270977619,0.800294181972563,0.996466431095406,0.17002442859853,0,0
88,1957113,266.417248010635,graph_based,0.8,"(88, 4, 0.8)",4756,0.806818181818182,0.798328108672936,0.79999270977619,0.800294181972563,0.996425567703953,0.173970297301146,0,0
88,1957113,277.897155284882,graph_based,0.7,"(88, 4, 0.8)",4930,0.806818181818182,0.798328108672936,0.79999270977619,0.800294181972563,0.996551724137931,0.161934191688303,0,0
88,1957113,282.960947751999,graph_based,0.6,"(88, 4, 0.8)",6016,0.806818181818182,0.798328108672936,0.79999270977619,0.800294181972563,0.99717420212766,0.108862926902602,0,0
88,1957113,328.919065237045,graph_based,0.5,"(88, 4, 0.8)",5142,0.806818181818182,0.798328108672936,0.79999270977619,0.800294181972563,0.996693893426682,0.148887487212986,0,0
88,1712037,249.639588594437,graph_based,1,"(88, 4, 0.7)",3916,0.75,0.69644723092999,0.700362688634541,0.700054462260227,0.99438202247191,0.2244828499381,0,0
88,1712037,240.037040472031,graph_based,0.9,"(88, 4, 0.7)",4697,0.75,0.69644723092999,0.700362688634541,0.700054462260227,0.995316159250586,0.156171941276809,0,0
88,1712037,318.474428653717,graph_based,0.8,"(88, 4, 0.7)",4605,0.75,0.69644723092999,0.700362688634541,0.700054462260227,0.995222584147666,0.162457703304779,0,0
88,1712037,278.791509151459,graph_based,0.7,"(88, 4, 0.7)",4803,0.75,0.69644723092999,0.700362688634541,0.700054462260227,0.995419529460754,0.149372403042212,0,0
88,1712037,241.528377056122,graph_based,0.6,"(88, 4, 0.7)",5279,0.75,0.69644723092999,0.700362688634541,0.700054462260227,0.995832544042432,0.123715471678448,0,0
88,1712037,289.234176158905,graph_based,0.5,"(88, 4, 0.7)",5575,0.75,0.69644723092999,0.700362688634541,0.700054462260227,0.996053811659193,0.110964069245263,0,0
88,1466921,201.382857084274,graph_based,1,"(88, 4, 0.6)",3916,0.613636363636364,0.590647857889237,0.599365750528541,0.599871348991591,0.991317671092952,0.192561022859357,0,0
88,1466921,182.230036735535,graph_based,0.9,"(88, 4, 0.6)",4497,0.613636363636364,0.590647857889237,0.599365750528541,0.599871348991591,0.992439404047143,0.146128656747836,0,0
88,1466921,203.355908632278,graph_based,0.8,"(88, 4, 0.6)",4474,0.613636363636364,0.590647857889237,0.599365750528541,0.599871348991591,0.992400536432722,0.147630530613273,0,0
88,1466921,223.557926177979,graph_based,0.7,"(88, 4, 0.6)",4614,0.613636363636364,0.590647857889237,0.599365750528541,0.599871348991591,0.992631122670134,0.138832877553128,0,0
88,1466921,210.736284255981,graph_based,0.6,"(88, 4, 0.6)",5159,0.613636363636364,0.590647857889237,0.599365750528541,0.599871348991591,0.993409575499128,0.111128840371344,0,0
88,1466921,198.070976018906,graph_based,0.5,"(88, 4, 0.6)",5038,0.613636363636364,0.590647857889237,0.599365750528541,0.599871348991591,0.993251290194522,0.116512480136076,0,0
88,1222617,181.370053052902,graph_based,1,"(88, 4, 0.5)",3916,0.5,0.489028213166144,0.500419187869068,0.499932243802238,0.98876404494382,0.160742775814453,0,0
88,1222617,163.820978164673,graph_based,0.9,"(88, 4, 0.5)",4407,0.5,0.489028213166144,0.500419187869068,0.499932243802238,0.990015883821194,0.127017729912415,0,0
88,1222617,167.812253952026,graph_based,0.8,"(88, 4, 0.5)",4356,0.5,0.489028213166144,0.500419187869068,0.499932243802238,0.98989898989899,0.129998977353116,0,0
88,1222617,171.494312047958,graph_based,0.7,"(88, 4, 0.5)",4445,0.5,0.489028213166144,0.500419187869068,0.499932243802238,0.990101237345332,0.124862733742441,0,0
88,1222617,168.273288249969,graph_based,0.6,"(88, 4, 0.5)",4667,0.5,0.489028213166144,0.500419187869068,0.499932243802238,0.990572101992715,0.113305880147622,0,0
88,1222617,168.074976921082,graph_based,0.5,"(88, 4, 0.5)",4765,0.5,0.489028213166144,0.500419187869068,0.499932243802238,0.990766002098636,0.108709955657286,0,0
88,978182,130.677263736725,graph_based,1,"(88, 4, 0.4)",3916,0.477272727272727,0.391327063740857,0.400534008894073,0.399971267941455,0.988253319713994,0.128904438939309,0,0
88,978182,125.551382064819,graph_based,0.9,"(88, 4, 0.4)",4235,0.477272727272727,0.391327063740857,0.400534008894073,0.399971267941455,0.98913813459268,0.110285488977463,0,0
88,978182,134.136491060257,graph_based,0.8,"(88, 4, 0.4)",4207,0.477272727272727,0.391327063740857,0.400534008894073,0.399971267941455,0.989065842643214,0.11175224681008,0,0
88,978182,131.240627288818,graph_based,0.7,"(88, 4, 0.4)",4277,0.477272727272727,0.391327063740857,0.400534008894073,0.399971267941455,0.989244797755436,0.108139059555177,0,0
88,978182,124.997961044312,graph_based,0.6,"(88, 4, 0.4)",4602,0.477272727272727,0.391327063740857,0.400534008894073,0.399971267941455,0.990004345936549,0.0934643669568649,0,0
88,978182,127.257354974747,graph_based,0.5,"(88, 4, 0.4)",4485,0.477272727272727,0.391327063740857,0.400534008894073,0.399971267941455,0.98974358974359,0.0983816607444579,0,0
88,734230,102.850616455078,graph_based,1,"(88, 4, 0.3)",3916,0.363636363636364,0.292580982236155,0.301140920026245,0.300199409063035,0.985699693564862,0.0971306765185107,0,0
88,734230,104.424795627594,graph_based,0.9,"(88, 4, 0.3)",4109,0.363636363636364,0.292580982236155,0.301140920026245,0.300199409063035,0.986371379897785,0.0882651732499704,0,0
88,734230,88.384028673172,graph_based,0.8,"(88, 4, 0.3)",4097,0.363636363636364,0.292580982236155,0.301140920026245,0.300199409063035,0.986331462045399,0.0887801859592385,0,0
88,734230,101.141244649887,graph_based,0.7,"(88, 4, 0.3)",4074,0.363636363636364,0.292580982236155,0.301140920026245,0.300199409063035,0.986254295532646,0.0897800222040062,0,0
88,734230,88.9295275211334,graph_based,0.6,"(88, 4, 0.3)",4105,0.363636363636364,0.292580982236155,0.301140920026245,0.300199409063035,0.986358099878197,0.0884363432603705,0,0
88,734230,104.796082019806,graph_based,0.5,"(88, 4, 0.3)",4241,0.363636363636364,0.292580982236155,0.301140920026245,0.300199409063035,0.986795567083235,0.0828849550435328,0,0
